Trip_ID,Trip_Distance,Type_of_Cab,Customer_Since_Months,Life_Style_Index,Confidence_Life_Style_Index,Destination_Type,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Gender,Surge_Pricing_Type
T0005847912,14.85,A,8,,,A,1.3975,0,,51,79,Male,1
T0005847913,35.68,B,7,2.52379,B,A,3.0275,1,,47,61,Male,2
T0005847915,15.58,B,3,2.61152,A,A,3.9475,0,,48,65,Male,2
T0005847916,25.05,B,4,2.54733,C,B,1.545,0,,49,72,Male,2
T0005847917,46.21,A,10,,,E,3.60625,3,,63,98,Male,1
T0005847918,31.76,A,10,2.5832,C,A,0.30375,0,,52,74,Female,1
T0005847920,49.61,B,3,3.04028,B,A,2.5725,0,38,61,104,Male,1
T0005847921,28.74,A,10,2.89633,B,A,4.35625,2,,48,87,Male,1
T0005847922,12.75,,10,,,G,1.89625,1,31,51,74,Female,2
T0005847924,107.38,E,10,2.91176,C,A,3.58375,2,62,53,91,Male,3
T0005847927,29.45,D,9,,,A,1.57875,1,110,50,68,Female,2
T0005847929,18.89,C,3,2.61826,B,B,1.725,0,39,51,79,Female,2
T0005847930,59.64,C,10,2.68493,B,A,3.16625,0,,47,66,Male,2
T0005847932,30.79,A,2,2.44389,A,A,3.8325,0,,47,69,Male,1
T0005847933,19.5,C,9,2.92761,C,A,2.9075,0,55,55,75,Male,2
T0005847935,61.03,E,0,2.97973,B,C,2.63875,1,,59,74,Male,3
T0005847936,18.68,B,6,2.61817,C,A,2.0575,1,,50,80,Male,2
T0005847941,70.6,E,10,2.70919,B,A,3.89125,1,44,51,71,Female,3
T0005847942,19.74,C,10,2.90286,B,D,2.8975,1,,46,75,Male,3
T0005847943,109.22,C,10,3.20456,C,A,2.97875,1,,52,85,Male,3
T0005847946,45.88,C,10,2.59151,A,B,3.4025,0,,53,74,Male,2
T0005847947,75.42,A,10,2.83426,C,A,3.13375,0,,48,67,Female,3
T0005847948,107.28,,10,2.99618,B,A,1.80375,3,38,60,84,Female,3
T0005847950,10.78,A,10,,,C,3.21125,0,,55,82,Male,1
T0005847951,38.38,A,0,2.89775,A,A,3.125,1,,49,75,Male,1
T0005847952,77.94,C,1,2.78183,C,A,3.825,0,,53,82,Female,2
T0005847953,32.53,B,10,3.00692,C,A,3.67125,0,59,45,61,Female,2
T0005847955,31.38,B,8,2.72475,A,A,3.3475,0,,51,72,Female,1
T0005847956,75.09,B,10,2.83181,B,E,3.11375,5,,53,91,Female,2
T0005847957,70.2,D,1,2.77148,C,A,1.7125,0,63,58,94,Male,3
T0005847958,61.45,C,10,2.95419,B,A,2.355,0,,52,82,Female,2
T0005847959,46.82,C,8,2.63451,A,A,1.06625,2,,52,74,Female,3
T0005847960,45.23,D,,,,A,2.6725,0,38,46,85,Female,2
T0005847961,59.48,C,6,2.81633,B,A,1.0875,0,,54,71,Male,3
T0005847963,41.14,D,,2.77198,B,A,2.0675,2,,55,72,Female,3
T0005847964,20.77,,10,2.63343,A,A,4.7,0,,45,61,Male,2
T0005847965,54.08,E,10,2.93366,A,A,4.3825,0,95,47,70,Male,2
T0005847967,15.35,C,,2.30464,B,A,1.8925,1,89,45,66,Male,2
T0005847970,61.79,,6,2.8101,C,B,1.03625,1,58,51,70,Male,1
T0005847972,26,,3,2.79373,B,A,2.44875,0,,53,75,Female,1
T0005847973,107.73,E,10,3.32848,B,B,0.65,0,,55,75,Female,3
T0005847974,92.71,,0,2.96895,B,A,3.52125,2,,53,76,Male,2
T0005847975,106.78,,5,,,A,2.65375,0,93,66,91,Male,1
T0005847976,106.26,A,10,3.00493,B,A,2.675,2,,60,87,Male,3
T0005847977,22.35,B,10,3.07183,C,D,4.6325,0,100,46,77,Female,2
T0005847978,3.06,B,9,2.4883,A,D,3.5625,0,42,44,65,Male,1
T0005847981,13.25,B,5,2.62854,A,B,1.45,1,,48,70,Male,2
T0005847982,106.26,E,0,2.98894,B,A,4.38125,0,43,49,69,Female,3
T0005847983,37.92,C,0,2.69802,A,A,2.2,3,43,47,66,Male,2
T0005847985,58.87,C,1,,,B,2.48875,0,42,51,79,Male,2
T0005847986,44.46,A,10,,,A,3.5175,0,102,51,89,Male,1
T0005847987,56.46,B,7,,,A,3.51125,0,64,49,67,Male,2
T0005847988,26.48,,0,2.87162,C,A,3.5025,1,,47,77,Male,2
T0005847991,22.7,A,,2.38518,A,K,2.045,0,,48,63,Male,1
T0005847994,32.4,C,0,3.07585,C,A,2.13625,1,59,59,100,Female,2
T0005847995,25.83,C,10,3.1153,C,C,3.35125,1,,48,71,Male,3
T0005847996,60.65,B,1,,,A,1.71625,0,,52,80,Male,3
T0005847997,47.2,A,0,2.55824,A,G,3.75125,0,,54,72,Male,1
T0005847999,43.61,B,3,2.81714,C,B,4.21125,0,74,61,83,Male,1
T0005848000,52.74,B,1,2.596,C,A,2.41,0,,62,101,Male,2
T0005848002,34.27,C,3,2.58785,A,A,1.68875,0,97,60,82,Male,2
T0005848003,26.13,D,10,3.07748,B,A,3.29125,2,59,51,70,Female,3
T0005848005,30.52,,10,2.61114,A,A,3.37875,0,112,45,63,Male,2
T0005848006,31.26,E,1,,,C,4.57,2,,49,63,Male,3
T0005848008,7.98,B,6,2.67279,B,D,3.79625,1,34,51,69,Male,2
T0005848010,49.42,B,,2.57498,B,A,0.9125,1,73,56,83,Female,2
T0005848011,19.25,D,5,,,E,3.4225,3,,45,55,Female,3
T0005848014,29.65,A,5,2.74155,C,G,3.52875,1,,48,67,Male,3
T0005848015,31.12,,10,,,A,4.19375,2,90,47,71,Male,2
T0005848016,24.16,D,2,2.70115,B,F,1.39375,1,43,59,87,Male,3
T0005848017,28.45,A,10,,,A,4.64375,1,45,54,85,Male,1
T0005848019,27.43,,8,,,A,2.22,0,48,45,64,Female,2
T0005848020,49.92,B,5,3.0944,A,A,3.4275,0,,54,79,Male,2
T0005848021,40.2,D,8,,,F,2.86625,1,,57,75,Male,3
T0005848022,10.23,E,5,2.78405,A,C,1.2775,3,,51,92,Male,3
T0005848023,11.89,E,4,2.49499,C,D,0.93125,2,,52,68,Male,1
T0005848025,26.06,A,10,,,F,2.0025,0,40,47,63,Male,3
T0005848026,23.5,D,3,2.56844,A,B,3.00625,2,75,51,79,Male,3
T0005848027,30.66,C,10,2.96367,A,A,1.6375,0,57,56,84,Male,3
T0005848028,58.44,A,10,3.16951,C,A,2.0875,1,,54,93,Male,1
T0005848030,10.69,D,6,2.63836,A,D,2.47,0,101,52,65,Male,3
T0005848033,15.25,A,8,2.96769,A,G,2.525,6,,53,87,Female,2
T0005848034,47.38,C,0,2.9139,B,A,4.315,0,,50,66,Male,3
T0005848036,96.42,E,10,3.14718,B,A,1.475,2,53,59,99,Male,3
T0005848037,61.17,A,2,3.29993,B,B,3.42625,0,30,55,83,Male,1
T0005848038,43.9,E,10,2.9534,C,C,2.36375,2,34,51,70,Male,3
T0005848041,108.41,E,10,2.9993,B,B,2.54625,1,49,50,72,Male,3
T0005848042,8.28,B,3,,,I,2.5225,0,,43,53,Male,3
T0005848044,29.42,A,7,2.95653,A,A,2.93125,0,71,57,91,Male,3
T0005848045,92.5,B,9,2.91947,B,A,2.3575,0,,52,76,Male,2
T0005848047,37.42,C,10,,,B,2.10375,1,69,50,74,Male,3
T0005848050,77.12,A,1,2.95346,B,B,4.38875,0,,45,59,Male,1
T0005848052,45.52,D,0,2.7399,A,A,1.855,2,111,56,97,Male,3
T0005848053,25.06,B,8,2.80671,C,A,2.14125,0,,49,65,Male,2
T0005848054,22.62,B,0,2.9269,A,D,2.70875,1,,51,79,Male,2
T0005848055,5.9,C,,2.15342,B,A,2.76375,1,,50,69,Female,3
T0005848058,46.34,B,10,2.7017,B,B,0.765,1,,51,69,Female,2
T0005848059,14.98,,0,2.60758,C,G,3.54375,3,,50,80,Female,1
T0005848062,6.51,E,1,2.53323,A,I,1.57,0,,47,60,Female,3
T0005848063,31.68,,1,2.59768,A,A,2.14625,0,,65,84,Male,3
T0005848066,39.6,B,,2.43737,B,A,3.0525,0,,51,83,Male,1
T0005848068,55.59,A,4,3.01313,A,A,2.575,0,,77,111,Female,1
T0005848070,29.39,B,10,2.77113,A,A,2.9525,1,,55,92,Male,2
T0005848071,37.45,E,2,2.95177,B,B,3.97375,0,43,50,69,Female,2
T0005848074,16.01,A,10,2.93264,A,A,2.18625,0,,54,70,Female,2
T0005848075,60.84,D,9,2.82545,B,D,2.29375,0,,48,62,Male,3
T0005848077,61.33,C,10,2.72234,C,A,3.23125,0,,55,84,Male,2
T0005848078,52.27,C,10,3.06109,C,A,2.805,0,104,50,67,Male,2
T0005848079,65.73,B,10,2.77713,C,B,1.5875,0,96,48,80,Male,2
T0005848080,44.97,B,10,2.86221,C,C,2.46875,6,,58,82,Male,2
T0005848082,47.65,B,10,2.7441,C,A,1.89375,0,,49,65,Male,2
T0005848083,20.76,B,8,2.70215,A,A,4.02125,0,,50,66,Female,2
T0005848084,19.62,B,1,2.63346,A,B,4.5425,1,75,46,79,Female,2
T0005848086,20.17,,7,2.72857,C,A,2.51,0,,48,76,Female,1
T0005848089,17.07,D,10,2.87331,C,C,3.125,1,80,50,109,Male,2
T0005848090,101.55,E,10,,,B,2.06375,1,35,48,87,Male,3
T0005848091,38.84,D,,2.44167,B,A,2.39,1,108,53,81,Female,3
T0005848093,53.58,C,10,2.70627,A,A,1.58375,0,,59,75,Male,3
T0005848094,72.82,A,10,,,C,4.62625,1,,45,66,Male,1
T0005848095,15.86,E,2,3.04208,C,A,3.9875,2,,51,69,Female,2
T0005848098,31.74,D,0,2.82018,A,A,1.79625,0,,63,90,Male,1
T0005848100,90.82,B,9,2.87705,B,A,3.135,1,,50,73,Male,1
T0005848101,75.5,D,10,3.01521,B,A,3.51375,1,63,61,84,Male,3
T0005848103,21.27,A,7,2.86222,A,A,2.635,1,63,61,81,Male,3
T0005848105,38.2,A,10,2.89936,C,A,2.77375,0,51,48,65,Male,1
T0005848106,41.94,C,10,,,B,1.58125,0,,60,86,Female,2
T0005848107,61.49,D,0,,,A,1.61375,1,,47,64,Male,3
T0005848108,16.55,B,4,2.62307,A,B,3.96125,1,66,44,59,Male,2
T0005848117,50.4,C,3,,,A,3.82125,0,,50,67,Female,2
T0005848118,31.04,C,4,2.74608,C,A,3.54125,1,,50,64,Female,2
T0005848121,19.22,A,7,2.9916,B,C,1.85875,0,,52,76,Male,1
T0005848122,77.99,,3,2.92625,B,F,3.43,1,69,55,86,Male,3
T0005848127,48.99,,10,,,A,2.68375,0,98,50,95,Male,2
T0005848128,46.32,A,,2.55545,B,A,3.4375,0,,46,58,Male,3
T0005848129,14.74,,7,2.74629,A,A,1.35125,0,,50,72,Male,1
T0005848131,37.88,D,2,,,A,2.045,1,52,53,77,Male,3
T0005848132,68.49,B,10,3.07153,A,A,4.34375,0,76,47,85,Male,2
T0005848133,38.31,B,7,2.78707,B,B,3.345,4,,50,83,Female,2
T0005848134,32.39,C,4,2.82205,A,A,4.03375,0,,47,69,Male,3
T0005848135,42.78,D,0,2.73278,B,A,1.855,0,,48,63,Female,3
T0005848138,9.58,E,4,2.78489,B,A,4.28375,1,54,49,71,Male,2
T0005848140,32.3,C,0,2.7503,C,B,2.58125,4,37,56,85,Female,2
T0005848142,37.18,,5,,,A,3.725,1,,48,61,Female,3
T0005848144,35.17,C,3,2.826,A,C,2.12875,0,76,52,76,Male,2
T0005848145,46.44,B,10,2.96758,B,A,4.35,0,,47,63,Male,3
T0005848146,62.26,C,3,2.90675,B,A,3.79,1,64,48,73,Female,2
T0005848147,46.63,E,5,2.81552,A,B,2.36375,0,39,66,93,Male,1
T0005848148,75.9,B,10,2.75321,B,A,1.48125,0,,52,68,Female,1
T0005848149,44.99,A,1,,,A,2.78375,0,94,46,73,Female,1
T0005848150,25.57,A,10,,,B,3.68125,3,,51,69,Female,1
T0005848153,78.09,B,6,2.74945,C,A,2.0925,0,,47,73,Female,2
T0005848154,54.3,,10,2.74086,B,A,2.305,0,,50,69,Male,3
T0005848155,46.26,,10,2.95193,B,B,2.93,0,,50,68,Male,3
T0005848156,22,A,6,2.8643,C,A,3.12875,0,56,54,76,Male,1
T0005848158,44.82,C,10,2.54549,C,B,2.355,0,,47,57,Female,2
T0005848159,15.91,B,1,2.39161,A,A,2.06875,0,73,48,71,Male,2
T0005848161,8.5,B,10,2.73532,C,C,3.30375,1,,50,70,Female,2
T0005848163,78.99,E,9,3.14073,C,A,2.97625,0,40,50,74,Male,3
T0005848164,30.45,D,10,2.72818,C,A,4.43375,1,96,44,59,Male,3
T0005848166,7.12,B,10,2.62377,A,A,3.52125,3,58,54,95,Male,3
T0005848168,16.21,,8,2.65694,C,A,3.8275,2,100,49,71,Female,2
T0005848169,79.69,D,3,3.00081,B,A,2.54375,0,85,50,73,Male,3
T0005848171,44.46,C,0,3.04137,A,A,1.6725,3,37,63,88,Male,2
T0005848172,29.25,C,10,,,B,1.735,2,,53,82,Male,2
T0005848173,6.07,,10,2.8584,B,J,1.76625,2,,61,111,Male,3
T0005848176,61.35,B,7,2.77215,B,D,2.3,0,60,50,66,Male,2
T0005848178,72.45,B,9,,,A,2.9025,0,57,70,103,Male,2
T0005848180,17.56,E,10,2.51611,C,A,2.815,0,49,48,79,Male,2
T0005848182,76.12,B,10,3.27653,B,C,4.98375,2,92,47,64,Male,1
T0005848184,85.81,E,10,,,C,3.25625,0,109,51,79,Male,3
T0005848185,77.02,C,0,2.76518,C,B,1.94625,0,,54,68,Male,2
T0005848186,45.52,B,0,2.99858,A,A,4.325,0,,49,63,Male,2
T0005848188,28.35,,1,2.60793,C,A,1.7825,0,44,50,67,Male,2
T0005848191,45.9,C,10,2.95406,A,A,2.29875,0,63,50,77,Male,2
T0005848192,85.77,D,10,2.87164,B,A,2.82875,2,76,60,80,Male,3
T0005848193,38.29,B,10,2.77885,A,A,1.46,6,,49,73,Male,2
T0005848198,16.74,B,10,3.11118,B,J,4.05,1,43,48,93,Male,2
T0005848199,61.82,,1,2.70463,C,B,2.3025,2,51,50,75,Female,3
T0005848201,34.71,A,4,2.91319,A,N,3.51375,1,71,55,81,Female,1
T0005848202,33.25,,10,2.68986,A,H,1.03375,1,49,46,85,Male,3
T0005848204,64.32,B,3,3.19127,C,B,4.03125,2,62,48,70,Male,2
T0005848215,31.32,C,3,2.81622,B,A,3.98,0,57,51,79,Male,2
T0005848217,18.69,B,,2.43884,B,A,1.2,2,,54,84,Male,3
T0005848220,46.2,B,2,2.60021,A,B,2.915,1,,50,78,Female,1
T0005848222,45.16,,0,2.75714,C,A,3.47,0,,48,59,Male,2
T0005848223,31.09,A,5,3.0823,A,B,3.3425,0,,55,95,Male,1
T0005848225,44.78,B,0,3.04181,B,A,2.80875,0,35,56,85,Female,2
T0005848227,36.05,B,10,3.18955,A,F,2.59375,1,,56,83,Male,2
T0005848228,14.48,,2,2.60906,C,D,4.9075,0,,42,55,Male,3
T0005848229,38.12,E,10,,,A,2.95,0,64,57,74,Male,3
T0005848231,11.83,A,10,2.76805,C,B,2.95375,1,67,48,88,Female,1
T0005848232,17.66,B,5,2.83088,A,A,3.3175,0,,46,63,Male,2
T0005848234,23.98,C,3,,,B,4.105,2,35,52,87,Male,3
T0005848235,18.45,B,10,2.69911,B,B,2.8725,1,,58,73,Male,1
T0005848236,93.62,B,7,2.90645,B,B,2.4775,0,,46,67,Female,2
T0005848238,29.75,E,,2.54174,B,A,0.88375,1,,50,72,Male,2
T0005848239,16.64,,10,2.761,A,A,3.9575,1,78,53,74,Male,2
T0005848240,51.02,B,,,,C,4.785,0,,43,58,Male,2
T0005848241,9.24,A,10,2.71118,B,D,3.59375,1,76,46,71,Male,3
T0005848242,4.48,A,10,2.71694,B,A,2.64625,1,68,49,65,Male,3
T0005848244,15.98,B,10,,,A,3.73875,1,96,45,59,Male,2
T0005848245,23.83,E,3,2.67607,A,A,2.8875,1,42,45,70,Male,3
T0005848247,62.62,B,9,,,A,1.6075,1,44,62,80,Male,2
T0005848248,12.98,C,10,3.05118,C,B,2.28125,2,66,61,79,Male,2
T0005848249,51.37,B,2,2.58646,B,A,3.70125,1,,46,65,Male,2
T0005848251,45.78,C,9,2.75693,C,A,3.0475,0,111,50,79,Male,2
T0005848253,30.92,B,10,2.83903,A,A,2.845,2,,58,89,Male,2
T0005848254,85.1,B,2,2.82042,C,A,2.98375,1,65,55,89,Female,2
T0005848255,24.75,B,10,,,B,3.23875,2,,46,63,Male,2
T0005848257,59.41,A,3,3.21942,B,I,4.21125,0,75,46,72,Female,3
T0005848260,13.95,,3,2.70356,C,C,3.83875,0,56,46,82,Male,2
T0005848261,81.78,E,7,,,A,2.96875,1,104,51,76,Male,3
T0005848263,32.27,B,8,2.71466,C,A,2.2425,0,51,50,74,Female,2
T0005848264,30.91,E,7,2.76218,C,B,4.31875,1,76,46,60,Male,3
T0005848265,36.48,B,2,2.46444,C,C,3.9275,1,43,56,73,Male,3
T0005848266,36.99,A,4,2.59737,C,A,2.75,2,76,47,71,Male,3
T0005848268,19.89,A,10,3.00415,B,D,2.46375,0,,49,70,Female,1
T0005848269,42.86,B,6,2.60894,B,A,0.94625,0,,54,74,Female,2
T0005848270,107.96,,1,3.41566,C,L,3.84875,6,100,54,100,Male,3
T0005848273,36.36,E,6,2.58954,B,A,3.18875,2,67,51,70,Male,3
T0005848275,108.13,B,10,3.13349,B,A,3.24375,0,37,64,94,Female,2
T0005848278,29.5,B,10,3.01865,B,C,4.60625,1,,45,90,Male,2
T0005848279,45.5,A,10,2.89798,A,C,3.5825,0,,54,78,Male,1
T0005848281,78.13,A,10,,,A,1.895,0,57,54,86,Male,1
T0005848282,41.57,C,4,2.55116,C,B,0.8375,0,,50,68,Female,2
T0005848284,75.41,,1,2.97421,C,B,2.11875,0,,49,79,Male,2
T0005848285,41.91,,,2.65685,B,A,0.49,0,44,52,91,Male,3
T0005848286,24.37,C,10,2.7722,B,A,1.3425,0,,56,83,Male,2
T0005848287,93.7,B,4,3.0105,B,A,4.5075,1,,46,66,Male,2
T0005848288,20.82,B,2,2.67612,A,A,1.49625,3,48,58,76,Male,2
T0005848289,6.22,C,10,2.59906,A,A,1.94,0,,47,63,Male,2
T0005848290,17.33,B,,,,A,1.895,0,75,50,80,Male,2
T0005848291,17.02,A,,2.27946,B,A,3.55,0,,48,74,Male,1
T0005848292,28.56,C,10,2.6607,A,A,3.21,1,84,45,78,Male,3
T0005848293,107.49,B,8,3.02847,B,C,4.64625,0,,48,69,Female,2
T0005848294,51.98,E,10,,,A,4.315,3,,48,73,Female,3
T0005848296,41.25,,,2.84288,B,A,1.5575,1,,51,103,Male,2
T0005848298,44.35,B,1,2.75786,A,A,3.755,1,90,47,72,Female,2
T0005848299,102.79,E,10,2.90054,B,B,1.0725,1,34,49,79,Male,3
T0005848302,75.79,C,10,3.02578,B,A,2.75375,1,,50,80,Female,3
T0005848303,74.38,B,10,2.7882,C,A,3.44625,2,65,49,70,Female,3
T0005848306,59.53,E,,2.65553,B,A,2.23,0,,49,71,Female,2
T0005848307,31.74,A,10,2.6929,B,B,2,0,,50,71,Male,1
T0005848308,17.81,B,10,,,C,3.8275,1,,45,60,Male,2
T0005848309,86.21,E,10,,,A,3.15875,0,,56,107,Male,1
T0005848311,42.14,C,3,2.75611,A,A,0.2825,1,80,51,73,Male,2
T0005848312,30.25,B,8,2.60441,B,B,0.77375,0,,59,82,Male,2
T0005848315,37.35,,1,2.76396,A,B,3.0325,1,70,51,84,Male,2
T0005848318,24.54,C,10,2.48413,A,B,1.38,0,42,49,67,Female,2
T0005848319,39.33,B,7,,,A,2.82,1,49,48,64,Male,2
T0005848322,7.09,A,2,,,B,4.26375,3,,57,79,Male,1
T0005848323,5.48,D,0,,,A,4.055,2,72,48,72,Male,3
T0005848324,5.85,E,2,2.6995,A,E,2.08375,3,,46,69,Male,2
T0005848326,36.31,D,1,2.3728,A,A,3.1875,0,30,47,60,Male,2
T0005848327,56.38,A,10,2.84425,A,A,2.1925,1,85,48,77,Male,1
T0005848328,32.15,,0,2.60011,C,A,4.56125,0,54,47,73,Female,3
T0005848329,29.81,C,3,2.63329,A,B,3.56,0,73,61,85,Male,2
T0005848330,108.67,,10,3.20152,B,B,3.87,4,,48,71,Female,2
T0005848331,47.42,,8,2.97374,C,A,3.88875,2,,52,65,Female,2
T0005848333,56.04,B,10,2.84517,A,A,2.03,2,45,55,94,Male,2
T0005848334,34.7,E,,2.97457,A,A,2.975,1,109,55,75,Male,3
T0005848335,16.61,B,0,2.98771,B,B,4.535,1,56,50,77,Male,2
T0005848337,34.17,D,10,2.86181,A,A,1.90625,0,34,48,72,Male,3
T0005848339,14.07,E,0,2.70821,A,B,3.3875,0,,51,72,Male,1
T0005848340,86.5,A,10,3.53087,C,C,4.115,0,,54,89,Male,1
T0005848343,37.18,A,2,2.87482,A,A,3.39,0,,54,74,Female,1
T0005848344,12.49,A,8,2.68858,A,J,2.40375,0,63,47,73,Male,1
T0005848347,56.85,B,10,2.62728,C,B,1.0775,0,96,48,85,Female,2
T0005848348,14.24,C,10,2.82225,A,A,2.62125,0,,61,82,Male,3
T0005848350,87.56,D,10,2.92959,B,A,2.215,0,40,52,79,Male,3
T0005848352,107.49,D,2,3.32249,B,A,3.3,0,82,62,103,Female,3
T0005848355,20.05,A,,2.1465,B,D,0.63625,0,,46,62,Male,2
T0005848357,25.79,B,0,2.96602,A,A,3.73,1,,51,75,Male,2
T0005848358,74.34,,9,3.09446,B,A,3.4,2,88,54,93,Male,2
T0005848359,107.33,,7,3.06282,B,A,2.87875,2,,53,78,Male,3
T0005848362,31.38,A,5,,,B,3.32875,4,,49,76,Male,1
T0005848363,60.3,B,5,,,A,2.365,1,,46,87,Female,2
T0005848364,50.86,E,10,2.57291,B,A,3.73875,0,,49,72,Male,3
T0005848366,60.53,C,10,2.90031,C,A,2.2375,2,,53,66,Female,2
T0005848367,59.34,,5,,,A,1.90625,0,,51,62,Male,3
T0005848368,37.82,A,2,2.687,C,A,2.33125,0,112,51,76,Male,2
T0005848370,61.58,B,1,2.9463,B,A,2.895,0,73,51,85,Male,2
T0005848373,108.03,,10,,,A,2.66375,0,,51,70,Female,3
T0005848374,47.35,,10,3.0869,B,A,3.55875,0,,54,72,Male,3
T0005848375,62.21,C,3,2.99745,C,B,3.0375,0,65,49,67,Female,2
T0005848376,66.5,B,2,2.90787,C,B,2.9975,0,44,63,101,Male,1
T0005848377,5.57,B,1,2.56631,C,A,4.21375,5,,42,67,Female,2
T0005848378,38.13,E,10,3.69932,B,B,1.965,3,,53,89,Male,1
T0005848380,25.39,D,,2.85108,B,D,3.35625,0,78,47,68,Male,3
T0005848381,91.55,C,0,3.04481,B,A,3.59,0,,48,59,Male,2
T0005848383,21.59,D,1,,,A,3.28625,0,50,50,65,Male,3
T0005848385,31.32,A,7,,,A,4.78,1,78,49,69,Male,3
T0005848386,12.48,E,,2.41061,B,D,4.855,0,,43,56,Female,3
T0005848388,30.47,B,2,2.80077,A,B,3.16875,2,,54,70,Male,1
T0005848390,45.29,B,2,2.85807,B,B,4.5475,1,,64,81,Female,1
T0005848391,7.34,,2,2.62656,A,A,2.22875,0,83,50,65,Female,2
T0005848392,31.83,C,10,2.85181,C,B,3.045,1,79,49,66,Male,2
T0005848394,30.42,,10,,,A,3.07875,1,46,50,70,Male,3
T0005848396,26.3,C,8,2.71839,A,A,2.7525,2,,53,80,Male,2
T0005848399,42.53,C,0,2.58654,A,A,3.46875,0,,56,85,Male,2
T0005848401,23.48,C,3,2.73001,B,B,0.655,2,,48,79,Female,2
T0005848402,53.41,A,,2.5899,B,B,3.3325,0,,54,87,Male,1
T0005848403,30.15,C,7,3.44001,B,A,4.205,2,53,50,80,Male,2
T0005848404,20.45,,5,2.72827,B,A,2.995,0,,47,66,Male,2
T0005848406,34.81,C,3,2.42022,B,A,3.33125,0,,49,63,Male,2
T0005848408,78.18,B,10,,,A,1.62125,1,,45,72,Male,2
T0005848410,40.78,B,2,2.76603,A,B,2.995,1,,47,64,Male,2
T0005848412,13.14,,8,,,A,3.39375,0,85,48,79,Male,2
T0005848413,106.58,B,1,3.1459,C,A,1.58125,1,,55,95,Male,2
T0005848414,86.08,C,8,2.90006,B,B,1.38625,0,,47,62,Female,3
T0005848416,45.99,A,7,2.66231,B,F,1.04625,0,44,48,74,Male,3
T0005848417,34.21,,7,,,B,2.6925,1,,46,61,Female,3
T0005848418,14.49,B,2,,,A,2.535,1,,52,79,Male,2
T0005848419,27.75,C,10,2.48878,A,A,3.345,1,,47,65,Male,2
T0005848424,24.17,D,10,2.62022,A,C,2.5825,1,37,52,70,Female,3
T0005848425,108.79,D,10,3.07832,B,C,3.30875,1,92,49,70,Female,3
T0005848428,41.55,C,3,3.00297,C,A,2.7725,3,,58,87,Female,3
T0005848430,36.7,E,4,2.7157,B,A,2.13,0,,48,62,Male,3
T0005848431,108.71,A,10,,,A,2.685,1,44,51,110,Male,3
T0005848435,2.94,D,0,2.80641,A,A,2.57125,3,42,58,89,Male,3
T0005848436,55.84,,4,3.09928,A,B,3.17,2,106,52,75,Male,2
T0005848437,74.17,,6,2.97924,B,C,4.25,0,65,44,66,Female,2
T0005848438,48.72,A,3,3.17483,B,B,3.105,0,,48,79,Male,1
T0005848440,15.58,,,2.56542,C,J,2.2125,0,,48,61,Male,1
T0005848441,18.06,B,10,3.01194,B,H,2.15125,0,,57,97,Female,1
T0005848444,70.02,A,10,2.89919,C,A,3.18875,0,49,55,84,Male,1
T0005848445,30.76,B,8,2.74272,A,A,1.27125,0,43,49,70,Male,2
T0005848447,24.79,C,10,2.44217,B,A,4.42625,0,,44,58,Male,2
T0005848449,75.28,,2,2.91988,C,B,3.25375,1,,56,82,Male,1
T0005848450,10.98,C,8,,,A,3.275,0,,48,64,Female,2
T0005848451,32.16,,10,,,A,3.8375,1,,51,63,Male,3
T0005848453,12.02,B,8,2.49894,A,A,2.37875,0,,48,65,Male,2
T0005848454,31.09,C,9,2.7237,B,A,1.32125,1,31,49,69,Female,2
T0005848455,37.79,D,9,2.8429,C,B,4.2375,0,,49,60,Male,3
T0005848458,107,E,4,3.17576,C,A,4.7675,1,,43,58,Female,3
T0005848459,63.06,B,10,2.84286,C,A,2.81625,0,,51,84,Female,1
T0005848460,69.26,A,3,2.74374,C,A,2.96875,0,41,45,68,Male,3
T0005848461,34.69,B,10,2.55099,A,C,1.48125,1,49,52,101,Male,2
T0005848462,31.21,B,3,2.73822,A,A,3.13125,0,65,45,60,Male,2
T0005848463,70.96,A,10,2.94851,C,B,2.36,0,63,49,70,Male,1
T0005848464,84.68,,2,3.08226,B,A,1.00375,1,,61,89,Female,3
T0005848465,80.83,E,0,2.77026,B,A,4.0825,2,,48,76,Male,3
T0005848466,63.67,E,4,2.67332,B,E,4.0575,2,,52,80,Female,3
T0005848467,74.72,D,4,2.81877,B,E,4.77125,2,,46,60,Male,3
T0005848468,108.86,,2,2.97861,B,B,2.545,0,42,52,81,Male,1
T0005848469,49.17,B,5,2.87794,A,B,1.72625,1,,56,81,Female,2
T0005848471,46.56,C,10,2.81157,C,A,3.4225,0,62,59,75,Male,2
T0005848472,35.78,A,,2.64298,B,B,3.1175,0,77,44,73,Male,1
T0005848474,15.82,C,4,2.66162,C,D,3.84375,0,,44,61,Male,2
T0005848478,30.64,C,3,,,A,2.4525,0,,53,66,Male,2
T0005848480,51.03,E,10,2.60873,B,A,2.375,3,,51,74,Female,3
T0005848481,30.43,,10,2.60384,B,A,3.23,0,,45,66,Male,3
T0005848483,32.25,A,10,2.99459,B,A,2.0225,0,,62,82,Male,1
T0005848485,55.19,E,3,2.7117,A,C,2.07375,1,,51,76,Male,3
T0005848486,73.97,D,4,3.39866,B,C,3.07875,0,33,52,79,Male,3
