Yr_Mo_Dy,RPT,VAL,ROS,KIL,SHA,BIR,DUB,CLA,MUL,CLO,BEL,MAL
1974-06-30,12.79,8.71,10.63,4.46,7.46,4.88,5.25,9.59,4.63,5.91,11.34,11.46
1974-07-01,13.29,6.92,10.37,7.17,10.13,8.29,12.96,11.08,9.79,12.12,11.79,20.5
1974-07-02,17.58,12.83,13.17,05.09,9.46,6.13,7.58,8.79,7.41,6.17,8.58,7.87
1974-07-03,15.09,13.21,13.62,6.42,13.62,8.21,11.12,9.75,9.25,08.04,11.92,14.58
1974-07-04,14.5,11.08,12.83,6.13,11.34,6.46,8.21,8.67,8.0,2.79,11.04,8.54
1974-07-05,12.87,09.04,10.96,7.92,13.59,8.79,12.42,12.08,10.37,9.83,13.92,18.21
1974-07-06,6.17,06.08,8.46,02.04,6.25,2.46,7.41,4.58,5.17,5.83,7.5,12.5
1974-07-07,7.62,11.54,9.5,4.29,8.29,5.88,7.0,10.63,6.96,7.12,18.16,9.38
1974-07-08,13.88,13.42,12.87,7.58,13.59,8.67,7.96,12.92,10.34,10.58,18.08,15.75
1974-07-09,11.87,10.04,10.37,5.41,12.58,6.71,10.41,9.54,8.87,8.38,16.46,16.46
1974-07-10,16.71,13.75,12.92,07.08,14.88,09.04,11.54,14.37,12.0,12.04,18.25,19.25
1974-07-11,11.25,9.67,10.37,7.0,13.29,7.87,10.67,12.0,9.96,10.46,16.08,18.29
1974-07-12,9.13,7.0,8.33,4.88,9.83,06.08,8.5,8.54,5.96,8.67,10.83,15.63
1974-07-13,13.79,8.63,6.79,4.42,8.92,5.63,5.91,8.29,4.71,7.71,11.58,14.62
1974-07-14,15.25,12.08,10.83,5.29,10.08,6.13,7.62,9.54,7.71,6.75,14.29,10.88
1974-07-15,18.58,15.34,15.63,8.54,16.25,9.75,12.5,12.75,10.37,9.5,17.08,14.0
1974-07-16,21.0,14.71,14.62,10.37,14.37,10.58,11.17,14.58,10.54,13.13,20.5,25.37
1974-07-17,14.5,6.25,9.59,6.25,8.75,4.88,7.12,6.34,6.25,07.08,9.62,13.5
1974-07-18,5.83,4.54,7.29,1.42,05.04,03.04,7.5,4.38,3.83,3.92,10.37,14.58
1974-07-19,6.96,4.29,7.41,5.17,11.75,07.04,13.17,9.21,9.17,8.63,14.96,19.75
1974-07-20,11.79,6.75,7.25,6.21,10.46,6.83,11.71,10.88,8.33,9.21,12.79,19.62
1974-07-21,7.25,09.04,9.29,5.29,12.87,8.25,16.29,12.12,11.87,11.25,17.92,23.21
1974-07-22,15.54,10.41,14.33,9.13,14.88,10.41,17.29,12.12,12.17,11.38,18.46,23.58
1974-07-23,9.29,09.08,9.17,5.29,8.83,5.58,10.08,7.87,8.0,5.63,12.17,17.58
1974-07-24,16.46,10.58,8.92,6.42,11.79,5.91,8.58,8.21,7.17,7.67,10.54,14.46
1974-07-25,9.92,8.92,9.67,4.33,9.46,6.17,7.87,9.33,6.75,5.79,11.92,13.83
1974-07-26,9.46,9.33,09.04,3.88,8.46,5.37,6.79,10.79,7.12,6.46,14.58,12.92
1974-07-27,11.0,10.46,12.92,5.71,13.25,7.46,10.63,8.83,9.71,8.0,12.17,15.0
1974-07-28,12.83,9.46,10.29,6.42,12.08,7.62,11.29,09.04,10.34,7.87,12.08,15.59
1974-07-29,12.58,12.62,14.0,6.34,13.21,07.08,8.5,04.04,7.21,4.0,7.29,15.0
1974-07-30,12.87,13.46,13.42,5.21,12.17,6.5,6.0,5.13,8.0,02.04,7.38,3.75
1974-07-31,13.54,7.38,13.04,4.58,8.42,2.88,3.13,3.71,4.12,2.33,5.83,8.33
1974-08-01,6.29,06.04,7.25,3.0,7.33,4.63,5.96,8.46,7.21,5.21,11.46,16.96
1974-08-02,5.17,5.83,7.17,03.04,07.08,4.5,6.83,8.46,6.29,6.46,10.37,14.54
1974-08-03,3.75,4.58,11.0,1.92,3.13,0.63,2.5,3.42,1.63,3.33,09.08,13.59
1974-08-04,5.54,4.96,14.83,3.37,4.17,1.79,3.79,1.79,3.67,1.75,4.29,6.92
1974-08-05,10.41,15.83,9.67,6.21,11.46,08.04,4.17,10.41,9.0,7.75,13.83,12.67
1974-08-06,13.25,16.38,11.5,8.38,13.42,8.92,5.29,12.0,11.42,11.12,14.37,17.92
1974-08-07,10.67,11.96,11.87,6.67,10.63,8.29,7.12,10.58,11.38,7.12,12.12,18.21
1974-08-08,9.5,8.58,9.13,3.54,6.92,3.88,5.71,6.46,5.66,5.66,10.29,14.04
1974-08-09,14.09,11.63,10.92,4.42,10.04,4.96,7.62,7.96,7.87,5.91,10.58,10.37
1974-08-10,16.92,12.46,11.46,6.79,12.12,7.25,11.38,10.54,9.38,9.17,13.04,16.46
1974-08-11,7.38,9.46,9.75,3.88,7.75,5.66,7.0,8.29,7.92,7.79,12.42,16.83
1974-08-12,9.96,9.96,11.25,5.29,11.54,6.34,10.63,9.62,10.92,9.42,15.75,19.29
1974-08-13,7.41,4.71,8.79,1.75,4.46,1.96,4.79,3.83,4.21,3.37,7.21,8.5
1974-08-14,18.71,17.21,17.0,7.29,13.37,10.13,10.25,14.37,12.5,11.21,15.71,18.41
1974-08-15,19.55,16.46,16.79,9.87,13.59,11.29,14.25,19.41,13.42,12.54,23.25,22.34
1974-08-16,7.71,7.87,11.58,4.46,9.59,07.04,10.96,10.04,7.75,9.13,10.75,17.08
1974-08-17,05.09,5.33,7.67,2.25,6.13,2.13,5.88,3.25,4.46,3.67,5.29,10.96
1974-08-18,7.41,04.08,8.96,3.96,5.13,02.04,5.46,6.0,4.38,5.29,6.42,9.59
1974-08-19,5.71,7.41,06.08,2.5,4.83,3.54,4.54,8.25,4.12,4.25,15.75,11.17
1974-08-20,10.34,13.79,10.79,5.37,10.04,7.83,8.87,12.5,10.67,10.37,19.41,19.33
1974-08-21,8.29,7.0,10.21,3.71,8.38,5.66,7.83,6.13,7.33,5.96,9.25,13.5
1974-08-22,7.96,11.58,07.04,3.17,6.87,3.79,4.92,6.13,5.96,4.83,10.88,8.87
1974-08-23,13.79,12.46,14.09,6.71,10.37,8.21,9.59,11.75,11.21,11.67,16.88,16.42
1974-08-24,15.16,16.21,13.88,6.13,9.79,8.46,10.04,14.54,10.79,11.29,20.25,19.92
1974-08-25,14.54,12.92,12.58,5.29,13.7,08.08,10.54,11.08,11.96,9.71,16.96,19.83
1974-08-26,15.67,11.71,8.42,4.83,9.92,5.5,6.67,6.34,5.79,6.0,11.17,12.33
1974-08-27,12.0,12.17,8.63,3.92,9.75,6.17,8.5,9.62,7.46,7.21,16.96,12.96
1974-08-28,17.67,14.04,15.04,7.75,12.12,8.87,7.71,13.59,11.12,11.92,19.41,20.33
1974-08-29,7.46,6.71,9.67,02.04,4.58,2.54,7.46,4.38,5.63,4.38,7.83,9.62
1974-08-30,8.67,7.21,13.37,04.04,5.96,4.71,7.46,06.08,7.21,06.04,7.96,10.67
1974-08-31,5.37,7.54,5.79,2.25,4.75,3.54,3.33,5.63,5.83,4.21,04.04,12.08
1974-09-01,13.5,11.75,7.38,3.0,8.17,3.88,4.42,6.42,4.92,3.63,11.79,10.67
1974-09-02,22.75,17.88,19.95,11.04,14.58,10.54,12.92,9.83,11.12,9.0,6.83,15.37
1974-09-03,16.04,15.34,12.5,6.83,12.96,6.58,10.54,6.71,8.42,8.33,6.13,14.67
1974-09-04,16.21,15.37,14.58,7.17,16.17,9.59,12.79,9.38,12.25,6.63,12.46,15.5
1974-09-05,16.5,11.92,13.37,4.96,11.87,6.42,08.04,8.38,8.63,6.83,8.58,11.12
1974-09-06,20.17,16.33,14.71,7.54,13.04,7.92,8.29,8.96,8.96,5.88,10.29,10.5
1974-09-07,29.54,20.54,23.21,13.7,21.71,13.83,16.21,12.62,14.54,11.29,15.04,26.42
1974-09-08,16.58,11.38,15.71,5.63,13.54,8.33,10.88,8.79,10.67,7.87,10.71,16.83
1974-09-09,10.21,09.08,8.92,3.42,7.83,05.04,6.92,5.91,7.29,4.38,9.29,11.87
1974-09-10,11.08,13.67,12.67,5.0,9.59,7.96,8.0,9.71,9.59,8.42,16.83,19.25
1974-09-11,16.71,13.0,12.67,5.54,12.46,9.33,9.13,10.34,9.17,6.71,9.17,11.71
1974-09-12,13.13,9.42,14.83,07.08,9.13,7.54,9.42,9.92,10.54,9.21,9.5,19.46
1974-09-13,10.0,9.75,9.13,5.75,10.83,7.54,10.37,9.75,9.25,7.92,13.5,18.05
1974-09-14,14.5,14.29,12.38,6.34,10.92,7.33,5.46,9.0,08.04,07.04,10.79,14.83
1974-09-15,10.92,7.0,6.67,3.58,6.13,3.0,2.79,5.37,03.04,4.38,07.08,10.25
1974-09-16,8.83,9.29,8.71,3.54,5.58,4.63,6.13,09.08,5.75,5.79,11.0,13.96
1974-09-17,12.87,10.63,11.34,5.46,7.87,4.5,7.67,6.38,6.13,6.96,10.46,19.33
1974-09-18,5.21,3.96,6.21,1.5,03.08,1.67,4.58,05.09,2.62,4.75,9.54,14.67
1974-09-19,10.0,8.25,7.75,4.79,10.58,6.21,9.5,10.96,9.67,8.58,14.71,23.16
1974-09-20,12.79,10.29,12.96,5.41,10.75,07.04,9.67,12.0,9.87,9.38,18.54,19.83
1974-09-21,14.71,18.88,11.12,7.71,14.75,7.67,13.37,13.04,11.42,10.88,23.04,27.12
1974-09-22,17.92,17.71,13.08,7.83,15.29,8.87,12.21,12.42,11.5,9.92,17.46,20.62
1974-09-23,27.0,25.08,19.7,10.54,16.62,9.59,11.17,12.92,11.0,10.04,18.46,26.63
1974-09-24,15.96,16.04,11.58,7.54,11.29,7.58,10.25,9.17,8.83,8.33,14.5,18.38
1974-09-25,24.04,20.21,17.29,12.0,18.58,11.12,13.0,13.75,12.92,9.87,19.92,19.25
1974-09-26,8.5,7.21,7.33,2.37,4.29,2.88,08.04,2.88,5.17,3.88,6.42,13.21
1974-09-27,14.12,9.13,12.42,4.46,6.79,3.17,6.46,6.46,4.42,2.96,10.37,8.83
1974-09-28,15.92,16.71,10.92,5.83,11.21,6.46,8.38,9.79,7.17,6.46,17.08,10.92
1974-09-29,14.12,10.96,8.5,3.96,8.5,4.0,7.83,7.71,5.79,7.33,12.62,11.12
1974-09-30,05.09,3.33,07.08,1.58,1.79,1.5,7.46,4.54,3.63,4.83,7.5,13.59
1974-10-01,8.54,04.08,8.33,3.96,5.5,2.0,6.79,4.88,4.63,04.08,7.33,16.54
1974-10-02,19.95,14.21,15.96,09.08,12.83,08.08,13.92,11.38,10.75,11.21,17.16,25.75
1974-10-03,13.88,10.41,19.41,7.21,5.91,4.67,9.92,8.92,7.87,9.59,13.67,25.21
1974-10-04,16.46,13.17,15.87,7.75,10.0,7.33,10.17,9.75,08.08,11.0,15.71,23.67
1974-10-05,10.54,8.42,11.42,4.88,6.29,4.79,9.62,6.38,4.88,6.96,11.87,18.0
1974-10-06,19.41,18.79,11.67,6.96,17.83,8.5,13.29,13.54,10.71,8.58,22.63,19.25
1974-10-07,25.08,18.12,17.96,10.25,13.88,8.87,12.67,12.92,9.33,9.87,20.0,25.46
1974-10-08,13.33,9.21,13.5,5.54,8.38,5.21,9.33,7.62,5.63,06.04,13.37,17.12
1974-10-09,10.88,4.75,9.83,3.0,4.42,1.96,8.38,6.38,5.13,4.12,9.79,15.37
1974-10-10,13.08,9.92,13.17,5.5,8.83,04.04,10.0,7.62,6.46,7.41,12.5,20.83
1974-10-11,15.16,9.17,13.96,05.04,7.54,06.08,9.75,6.5,6.87,9.25,11.29,18.38
1974-10-12,9.67,3.33,10.54,2.67,5.75,2.17,8.33,5.46,4.21,3.42,09.08,10.5
1974-10-13,8.12,05.09,4.79,2.33,6.63,02.04,8.17,3.96,5.54,3.42,8.46,11.71
1974-10-14,4.17,7.38,2.71,0.46,06.04,1.96,4.0,5.29,3.75,3.42,10.25,9.71
1974-10-15,8.12,2.71,3.79,2.0,2.67,0.79,3.37,1.29,01.08,01.04,3.37,5.37
1974-10-16,9.38,8.33,3.88,02.08,6.79,2.29,5.41,5.83,3.58,2.54,10.5,10.83
1974-10-17,14.79,9.67,10.71,4.21,8.96,05.04,7.87,9.21,6.75,6.79,13.67,16.0
1974-10-18,19.41,16.33,14.58,08.08,16.33,7.96,14.37,9.46,11.21,8.71,14.92,19.21
1974-10-19,13.21,13.08,07.08,5.83,11.0,5.29,11.71,8.21,7.92,5.29,15.96,19.46
1974-10-20,23.79,17.75,13.92,11.75,17.62,10.25,15.59,14.09,11.67,8.5,20.5,26.34
1974-10-21,16.29,11.75,14.62,9.38,8.96,6.46,11.87,8.21,7.87,6.87,14.92,21.59
1974-10-22,16.92,12.79,14.88,6.96,9.79,6.34,10.96,8.12,7.83,8.5,15.75,23.58
1974-10-23,10.08,08.08,13.33,4.88,5.71,3.5,8.87,5.41,06.04,7.29,8.75,16.29
1974-10-24,08.04,8.33,6.17,3.21,8.5,4.25,10.79,6.42,08.08,06.08,12.5,20.58
1974-10-25,13.96,8.71,7.87,7.17,11.08,6.71,13.67,11.71,10.71,7.12,13.79,18.08
1974-10-26,16.04,11.34,9.33,8.29,14.83,8.58,15.59,12.08,12.21,10.29,15.5,23.21
1974-10-27,26.5,17.33,15.34,15.75,19.92,14.12,22.29,18.66,15.87,20.88,22.46,36.63
1974-10-28,19.5,18.75,17.21,12.96,14.0,9.46,15.92,13.59,12.87,12.79,18.96,31.91
1974-10-29,16.38,12.71,19.12,8.92,10.67,7.33,13.13,8.67,9.54,9.25,12.33,24.25
1974-10-30,12.83,5.46,12.29,5.58,7.92,5.88,11.42,7.58,7.67,6.96,09.04,15.34
1974-10-31,9.25,6.79,7.67,3.88,6.54,4.21,8.54,6.29,6.29,4.67,8.38,8.96
1974-11-01,10.63,11.29,7.54,2.92,6.83,3.42,6.92,8.58,6.42,5.54,11.21,12.12
1974-11-02,14.17,12.87,13.21,5.29,11.67,7.12,9.21,10.63,10.25,11.0,15.46,17.37
1974-11-03,19.95,15.04,14.09,11.12,16.17,9.38,12.71,10.41,11.21,8.38,12.54,12.75
1974-11-04,6.63,3.92,10.96,2.46,2.67,01.04,5.96,3.67,2.58,2.17,7.21,8.29
1974-11-05,9.59,13.37,8.96,3.71,9.92,5.41,6.79,9.54,7.83,6.25,15.96,18.54
1974-11-06,8.46,4.63,12.17,2.83,5.58,1.13,5.41,2.33,5.17,1.63,1.96,6.34
1974-11-07,10.41,11.46,7.83,3.42,8.83,5.33,5.33,10.46,7.5,6.0,14.37,17.75
1974-11-08,13.59,12.58,12.21,6.42,10.41,6.67,11.21,9.83,10.58,8.83,12.96,17.25
1974-11-09,18.29,17.29,16.62,10.0,18.34,11.92,20.04,17.67,16.79,15.75,25.29,34.96
1974-11-10,22.71,21.87,20.17,12.33,20.38,11.75,19.25,18.16,15.46,15.63,24.96,27.54
1974-11-11,14.58,19.21,10.58,8.0,14.5,9.62,20.21,13.0,14.0,13.29,20.08,31.54
1974-11-12,13.54,13.54,9.67,4.21,11.08,5.41,11.75,7.83,8.79,6.83,10.79,19.21
1974-11-13,27.58,22.25,21.92,13.92,17.37,12.12,12.79,12.33,13.88,10.17,11.08,16.5
1974-11-14,22.63,18.66,24.37,13.92,20.04,13.25,19.08,9.87,18.25,14.29,8.79,17.29
1974-11-15,7.71,4.21,8.38,3.21,07.08,4.38,10.63,7.33,09.04,8.58,11.67,21.75
1974-11-16,4.33,4.25,5.91,1.58,6.21,4.0,9.62,7.33,8.54,7.58,13.88,19.87
1974-11-17,4.25,2.33,5.63,0.33,3.88,1.46,5.88,1.63,3.88,2.0,2.96,10.04
1974-11-18,07.04,2.17,8.33,0.75,1.87,0.13,8.25,0.37,2.75,03.04,1.25,10.79
1974-11-19,11.92,14.37,7.29,2.17,9.17,2.75,4.71,5.75,3.42,3.42,5.54,9.54
1974-11-20,15.41,13.37,20.41,6.29,10.88,4.88,14.29,11.63,10.0,6.58,8.5,12.75
1974-11-21,8.79,7.92,19.55,5.21,6.87,3.63,9.25,8.12,7.29,3.0,4.38,14.17
1974-11-22,6.67,3.79,08.08,2.67,5.91,1.5,4.83,3.13,4.29,2.21,3.25,12.92
1974-11-23,14.67,9.62,9.79,6.29,8.54,4.17,9.71,3.79,6.17,3.33,2.75,6.17
1974-11-24,18.79,19.83,14.33,10.58,20.88,11.96,18.0,18.84,16.25,16.66,23.63,28.84
1974-11-25,12.67,13.17,11.08,7.29,14.29,7.96,17.79,10.54,13.25,13.25,16.66,26.63
1974-11-26,4.0,8.58,4.38,1.63,8.46,2.83,6.96,4.54,4.54,04.04,7.62,11.25
1974-11-27,22.71,23.0,13.42,13.54,24.04,13.42,22.5,20.04,17.83,18.63,25.12,31.88
1974-11-28,20.04,16.33,13.5,13.21,19.41,10.96,20.67,13.33,14.67,15.25,18.63,30.71
1974-11-29,09.08,10.29,8.96,2.29,7.41,4.29,9.96,07.08,7.46,4.96,9.38,14.04
1974-11-30,12.92,12.96,10.37,5.0,14.37,07.08,13.29,12.12,11.12,8.21,14.04,18.79
1974-12-01,17.16,19.12,16.17,7.87,16.66,11.12,14.62,15.75,14.92,13.96,23.13,23.79
1974-12-02,11.38,10.37,12.83,05.04,9.46,05.04,9.87,6.87,9.25,8.83,11.25,19.46
1974-12-03,17.5,18.25,15.16,7.92,15.16,11.83,12.04,15.96,12.92,13.54,21.87,21.17
1974-12-04,12.96,16.83,10.04,7.5,17.37,8.58,17.41,14.29,13.75,13.08,21.62,26.83
1974-12-05,12.04,11.29,8.54,5.54,12.12,6.25,15.75,11.58,12.33,9.29,14.0,23.83
1974-12-06,13.92,13.54,10.29,06.04,16.38,7.87,17.04,10.79,14.12,10.21,16.08,23.33
1974-12-07,14.88,13.79,10.96,10.13,22.0,10.37,21.67,16.08,17.62,12.25,19.58,24.79
1974-12-08,16.83,17.75,14.88,9.29,15.59,10.46,14.92,13.83,14.71,13.96,20.04,25.08
1974-12-09,14.29,18.58,9.21,8.75,16.29,08.08,17.46,14.92,13.59,12.71,21.25,26.0
1974-12-10,18.25,22.54,14.25,11.29,21.04,10.41,20.21,15.5,15.67,12.21,21.21,29.38
1974-12-11,20.12,16.38,15.0,9.87,14.58,7.62,13.75,10.63,10.5,10.0,14.29,21.92
1974-12-12,29.5,19.87,15.5,16.08,22.83,13.79,17.58,19.7,16.88,15.75,17.92,22.92
1974-12-13,14.42,14.5,11.63,8.75,15.79,8.96,13.13,14.12,13.08,10.5,18.29,19.67
1974-12-14,12.0,13.88,10.92,7.87,13.13,08.04,14.88,13.96,11.71,9.62,16.29,21.84
1974-12-15,9.71,11.12,8.12,4.25,9.38,5.17,10.58,8.83,9.5,8.71,12.79,21.0
1974-12-16,21.21,22.25,15.09,12.75,23.13,13.33,20.79,21.09,17.92,16.75,25.12,29.95
1974-12-17,25.12,24.96,13.96,15.12,24.58,15.96,25.46,22.37,18.58,19.08,26.75,38.25
1974-12-18,12.04,12.46,8.46,6.54,15.0,6.13,16.66,9.29,12.71,9.46,11.79,20.17
1974-12-19,23.25,21.37,19.7,9.87,15.25,11.0,18.63,20.83,16.66,15.46,27.33,27.88
1974-12-20,26.54,23.0,22.75,13.88,16.04,12.17,17.46,17.5,16.88,15.25,21.5,23.5
1974-12-21,25.0,20.67,22.21,11.67,15.37,11.38,16.25,17.37,16.0,15.16,24.41,26.0
1974-12-22,22.58,19.55,17.88,10.13,15.5,9.67,15.21,16.58,14.0,14.17,19.55,22.42
1974-12-23,27.54,23.54,24.0,18.88,24.87,17.54,17.75,22.42,25.0,23.58,25.04,33.04
1974-12-24,10.41,12.75,8.79,3.79,11.87,5.29,11.12,7.21,10.34,08.04,13.33,20.79
1974-12-25,27.29,25.29,22.67,13.21,20.17,12.58,17.83,16.92,16.46,13.67,18.16,20.67
1974-12-26,25.41,22.21,19.55,12.87,20.5,12.71,19.5,14.5,16.75,12.87,15.16,17.79
1974-12-27,22.5,22.0,17.46,10.58,22.17,12.71,20.5,17.41,17.29,13.88,19.79,27.33
1974-12-28,25.84,22.83,20.88,14.96,25.92,16.62,25.33,20.04,22.63,16.88,15.75,25.96
1974-12-29,14.83,11.58,12.71,9.29,13.7,8.0,14.96,11.42,13.75,09.04,12.92,22.5
1974-12-30,13.29,13.42,13.17,3.63,9.75,6.34,11.08,12.17,10.83,9.0,18.16,22.13
1974-12-31,16.04,16.29,15.21,8.42,13.67,9.75,15.25,16.13,15.04,13.46,18.54,18.46
1975-01-01,14.04,13.54,11.29,5.46,12.58,5.58,8.12,8.96,9.29,5.17,7.71,11.63
1975-01-02,9.17,11.46,9.13,2.54,8.71,4.58,8.58,13.75,10.67,10.54,17.79,20.96
1975-01-03,9.54,5.63,7.29,3.5,7.71,3.33,9.96,7.12,8.46,7.38,11.25,21.84
1975-01-04,5.37,6.0,9.38,3.5,8.96,5.83,16.38,10.17,12.75,11.46,16.38,24.87
1975-01-05,11.92,12.25,12.17,5.75,14.92,10.5,21.59,13.13,16.38,14.58,22.13,30.88
1975-01-06,19.83,17.08,17.08,10.21,19.29,10.08,19.12,12.87,15.59,12.87,18.58,23.33
1975-01-07,11.58,10.79,8.75,6.0,12.62,6.38,10.88,10.29,9.46,05.09,11.46,13.29
1975-01-08,10.71,11.0,8.75,5.83,11.46,7.17,10.63,11.17,10.71,6.96,16.21,16.33
1975-01-09,14.71,14.79,12.25,6.29,12.29,8.5,14.25,15.71,13.5,12.29,19.87,20.62
1975-01-10,21.96,17.46,17.75,10.21,13.25,8.54,11.83,12.46,13.37,12.12,22.92,17.46
1975-01-11,22.13,18.12,19.0,11.12,15.67,10.04,17.41,14.42,16.42,13.37,24.92,21.84
1975-01-12,18.79,21.09,17.46,10.96,17.29,10.71,15.79,14.96,16.17,15.09,27.33,27.42
1975-01-13,33.12,25.58,25.88,19.0,21.79,17.5,19.62,20.91,21.0,21.54,28.71,28.71
1975-01-14,19.12,12.54,19.92,10.13,11.92,7.96,13.96,12.29,12.5,13.83,20.33,26.54
1975-01-15,18.05,11.58,16.5,10.58,12.96,7.83,10.83,09.08,12.67,10.17,12.96,17.79
1975-01-16,8.29,8.0,8.67,1.75,9.42,2.92,5.88,6.92,7.62,4.29,10.13,14.33
1975-01-17,8.0,10.71,6.54,3.75,10.08,04.04,9.62,7.17,9.71,06.08,11.46,9.17
1975-01-18,14.37,10.37,11.29,6.13,8.17,3.29,7.25,6.54,07.08,4.58,12.58,9.54
1975-01-19,22.37,22.08,17.67,9.21,16.33,11.0,12.12,16.62,13.88,12.92,23.63,22.46
1975-01-20,20.5,22.29,12.62,9.33,19.29,11.5,16.79,16.33,16.0,15.79,29.88,29.71
1975-01-21,19.55,18.29,13.25,8.58,14.21,8.33,14.42,12.12,13.88,10.5,17.5,20.79
1975-01-22,26.5,29.5,21.29,14.67,26.16,15.5,20.91,21.34,20.58,19.55,32.3,32.33
1975-01-23,20.62,23.63,14.62,12.87,22.29,14.75,19.5,20.12,18.96,16.13,31.49,34.54
1975-01-24,16.25,14.37,12.5,6.75,11.38,7.29,10.92,10.0,11.46,9.54,16.58,22.08
1975-01-25,19.41,16.42,15.29,8.83,13.59,8.21,13.17,10.71,12.38,10.71,17.12,23.13
1975-01-26,22.21,14.88,17.88,7.96,11.83,8.12,10.25,11.54,11.29,10.13,18.5,19.95
1975-01-27,18.66,19.46,11.21,6.46,12.5,5.29,6.67,7.62,7.41,5.66,13.59,17.37
1975-01-28,16.29,13.67,14.04,8.92,14.12,8.67,14.75,12.21,13.37,11.46,17.25,26.16
1975-01-29,17.62,18.38,10.54,4.5,10.46,7.0,7.87,10.92,9.67,6.34,16.04,17.29
1975-01-30,21.09,20.58,17.96,10.71,16.88,11.96,14.92,19.12,17.04,16.04,26.92,28.58
1975-01-31,18.34,18.66,14.25,09.04,13.83,9.17,14.58,14.09,13.75,10.83,23.75,22.17
1975-02-01,12.5,17.46,12.12,5.83,11.12,6.29,9.62,13.92,10.67,9.75,22.95,18.16
1975-02-02,11.96,21.46,8.87,6.34,12.46,06.08,4.42,9.75,10.29,7.79,18.91,11.08
1975-02-03,10.75,15.37,8.12,5.96,10.88,5.41,06.08,8.42,9.79,6.21,14.46,12.92
1975-02-04,12.04,9.33,9.54,4.0,7.83,3.67,4.12,7.33,4.21,4.67,7.41,10.92
1975-02-05,12.38,7.12,11.38,3.25,7.87,3.5,8.12,6.34,8.29,5.29,7.67,9.42
1975-02-06,19.0,17.79,15.92,5.54,11.71,6.46,8.46,11.63,9.42,08.08,15.96,17.33
1975-02-07,15.87,14.0,11.42,6.42,10.58,6.63,8.58,13.0,11.75,7.29,16.46,17.0
1975-02-08,15.41,14.17,10.54,04.08,11.29,5.83,7.54,9.42,9.62,5.71,12.38,14.92
1975-02-09,12.79,12.29,8.67,2.79,9.46,2.37,5.21,7.71,8.0,3.33,8.87,09.04
1975-02-10,14.25,17.54,10.04,5.33,11.63,7.0,7.0,8.92,8.46,3.5,10.67,11.29
1975-02-11,14.0,11.63,13.46,4.88,10.41,7.79,5.66,9.29,7.54,3.88,10.96,7.87
1975-02-12,7.46,06.04,9.0,2.62,4.5,2.67,4.67,03.04,3.79,0.92,06.08,6.54
1975-02-13,11.63,15.59,7.33,05.04,12.25,7.46,9.79,8.33,10.54,5.17,14.58,8.87
1975-02-14,14.21,8.58,9.92,1.96,7.67,2.21,4.21,3.92,5.91,1.38,3.75,7.29
1975-02-15,9.17,7.17,9.21,3.33,9.42,5.54,6.96,07.04,8.38,6.5,9.92,14.88
1975-02-16,14.42,14.0,16.96,10.5,11.96,11.42,12.38,11.83,13.92,13.59,19.25,23.16
1975-02-17,13.42,13.54,10.92,7.33,13.25,9.54,14.0,12.67,14.0,10.37,20.08,23.25
1975-02-18,3.71,5.29,4.33,0.67,3.13,0.63,4.0,03.04,2.46,1.5,8.0,11.34
1975-02-19,17.46,17.62,16.17,7.92,16.33,11.71,10.63,12.42,12.79,11.63,17.88,23.42
1975-02-20,9.67,7.5,16.08,4.58,5.17,1.67,6.0,1.63,4.33,1.13,6.25,6.58
1975-02-21,8.67,03.08,10.92,4.46,5.0,5.5,5.21,3.67,7.62,5.96,16.25,16.5
1975-02-22,16.46,14.42,14.37,8.17,12.92,9.96,7.92,12.75,12.79,12.92,21.0,22.25
1975-02-23,10.67,9.42,11.34,5.63,08.04,5.13,6.96,5.37,7.21,3.96,5.79,11.5
1975-02-24,11.38,15.29,9.13,5.91,10.71,8.21,6.34,10.71,10.54,7.29,12.54,14.96
1975-02-25,16.88,21.29,14.17,6.42,12.71,10.67,9.21,11.67,11.0,7.38,14.96,19.87
1975-02-26,18.08,19.17,15.83,6.42,16.38,10.5,9.25,10.46,10.46,7.96,15.5,18.0
1975-02-27,15.46,17.04,11.54,3.96,15.16,7.29,7.87,8.79,8.79,4.71,11.42,10.41
1975-02-28,11.21,16.88,12.71,5.75,13.83,7.83,7.92,9.96,9.33,5.37,12.29,9.54
1975-03-01,12.79,11.46,14.62,05.09,10.0,6.83,10.13,7.54,8.25,3.75,08.04,11.42
1975-03-02,11.67,11.42,13.46,5.71,10.17,7.21,10.0,7.96,9.71,5.79,10.37,12.92
1975-03-03,4.33,05.04,7.87,2.29,3.96,2.92,7.38,4.88,6.67,3.88,9.75,12.12
1975-03-04,4.63,5.46,5.66,0.5,3.42,0.0,1.63,1.54,0.54,0.25,5.5,5.41
1975-03-05,7.87,7.21,5.83,1.83,3.5,2.17,4.88,3.92,3.96,5.0,8.92,9.33
1975-03-06,14.62,14.71,14.0,7.46,14.5,9.83,14.46,11.71,13.54,13.17,19.7,22.37
1975-03-07,13.79,14.54,10.63,7.33,14.62,8.33,14.0,9.79,12.71,12.04,18.96,20.83
1975-03-08,9.5,6.54,7.21,3.17,6.79,2.58,5.33,5.37,5.91,5.83,11.87,14.54
1975-03-09,17.04,13.08,12.21,6.13,10.54,6.25,10.08,08.08,9.38,09.04,15.12,16.33
